political_party,sitting_year,keyword,score
δημοκρατικο κοινωνικο κινημα,1998,αγροτικ,2.556352802930178
δημοκρατικο κοινωνικο κινημα,1998,αρθρ,2.4383142455232525
δημοκρατικο κοινωνικο κινημα,1998,δηκκ,2.2580619927020824
δημοκρατικο κοινωνικο κινημα,1998,λα,3.4645730051964985
δημοκρατικο κοινωνικο κινημα,1998,νομοσχεδι,2.3709609074641556
δημοκρατικο κοινωνικο κινημα,1998,πολιτικ,4.273052958019009
δημοκρατικο κοινωνικο κινημα,1998,προεδρ,2.487171352468321
δημοκρατικο κοινωνικο κινημα,1998,τροπολογι,0.9913853766647056
δημοκρατικο κοινωνικο κινημα,1998,υπουργ,1.879245649030135
δημοκρατικο κοινωνικο κινημα,1999,αγροτ,2.9649585292197322
δημοκρατικο κοινωνικο κινημα,1999,αγροτικ,4.068300453252443
δημοκρατικο κοινωνικο κινημα,1999,αρθρ,7.278496391258403
δημοκρατικο κοινωνικο κινημα,1999,δηκκ,2.525787773196522
δημοκρατικο κοινωνικο κινημα,1999,λα,5.464597140808814
δημοκρατικο κοινωνικο κινημα,1999,νομοσχεδι,2.0788559570215783
δημοκρατικο κοινωνικο κινημα,1999,πολιτικ,5.282808420344146
δημοκρατικο κοινωνικο κινημα,1999,προεδρ,2.96666821388219
δημοκρατικο κοινωνικο κινημα,1999,τροπολογι,4.592705261784406
δημοκρατικο κοινωνικο κινημα,1999,υπουργ,4.233445074793843
δημοκρατικο κοινωνικο κινημα,2000,αγροτ,1.0020588977873113
δημοκρατικο κοινωνικο κινημα,2000,αγροτικ,1.1396192968505907
δημοκρατικο κοινωνικο κινημα,2000,αρθρ,1.4438262503642942
δημοκρατικο κοινωνικο κινημα,2000,δηκκ,0.49034491441544525
δημοκρατικο κοινωνικο κινημα,2000,λα,0.40871879202239836
δημοκρατικο κοινωνικο κινημα,2000,νομοσχεδι,1.3097047619503668
δημοκρατικο κοινωνικο κινημα,2000,πολιτικ,1.3791867769520125
δημοκρατικο κοινωνικο κινημα,2000,προεδρ,0.6385214804893533
δημοκρατικο κοινωνικο κινημα,2000,τροπολογι,1.544220607083514
δημοκρατικο κοινωνικο κινημα,2000,υπουργ,2.7844339690059616
δημοκρατικο πατριωτικο κινημα (νικη),2023,γαμ,0.23486887368458412
δημοκρατικο πατριωτικο κινημα (νικη),2023,γιατρ,1.9983765999330907
δημοκρατικο πατριωτικο κινημα (νικη),2023,εμβολι,1.2764813182120947
δημοκρατικο πατριωτικο κινημα (νικη),2023,ευρω,1.7806799688990802
δημοκρατικο πατριωτικο κινημα (νικη),2023,νικ,3.26546413082645
δημοκρατικο πατριωτικο κινημα (νικη),2023,οικογενει,1.0485645132995665
δημοκρατικο πατριωτικο κινημα (νικη),2023,ομοφυλοφιλ,0.2530708612169151
δημοκρατικο πατριωτικο κινημα (νικη),2023,παιδι,3.0586141587897626
δημοκρατικο πατριωτικο κινημα (νικη),2023,στ,2.0697087880169236
δημοκρατικο πατριωτικο κινημα (νικη),2023,τεμπ,0.9291320035623891
δημοκρατικο πατριωτικο κινημα (νικη),2024,γαμ,4.060493479986456
δημοκρατικο πατριωτικο κινημα (νικη),2024,γιατρ,0.16507472447137575
δημοκρατικο πατριωτικο κινημα (νικη),2024,εμβολι,0.8510713889917189
δημοκρατικο πατριωτικο κινημα (νικη),2024,ευρω,0.6635000550439896
δημοκρατικο πατριωτικο κινημα (νικη),2024,νικ,0.9079939883561182
δημοκρατικο πατριωτικο κινημα (νικη),2024,οικογενει,1.4179103794085615
δημοκρατικο πατριωτικο κινημα (νικη),2024,ομοφυλοφιλ,3.242744459534516
δημοκρατικο πατριωτικο κινημα (νικη),2024,παιδι,3.291513396825076
δημοκρατικο πατριωτικο κινημα (νικη),2024,στ,0.8609155661166428
δημοκρατικο πατριωτικο κινημα (νικη),2024,τεμπ,1.644651257102642
ελληνικη λυση - κυριακος βελοπουλος,2019,αρθρ,3.168165543977685
ελληνικη λυση - κυριακος βελοπουλος,2019,γιατι,3.6620418980622134
ελληνικη λυση - κυριακος βελοπουλος,2019,δισεκατομμυρι,2.1818356281761684
ελληνικη λυση - κυριακος βελοπουλος,2019,ελλην,3.0239697216017345
ελληνικη λυση - κυριακος βελοπουλος,2019,ευρω,3.9901640609849833
ελληνικη λυση - κυριακος βελοπουλος,2019,ευχαριστουμ,10.425449632593816
ελληνικη λυση - κυριακος βελοπουλος,2019,εχετ,2.7142213140713274
ελληνικη λυση - κυριακος βελοπουλος,2019,λε,2.3184148566644667
ελληνικη λυση - κυριακος βελοπουλος,2019,λεπτ,5.54093827905561
ελληνικη λυση - κυριακος βελοπουλος,2019,στ,2.497029742436621
ελληνικη λυση - κυριακος βελοπουλος,2020,αρθρ,6.896240378241469
ελληνικη λυση - κυριακος βελοπουλος,2020,γιατι,9.619492073292234
ελληνικη λυση - κυριακος βελοπουλος,2020,δισεκατομμυρι,5.522516104365978
ελληνικη λυση - κυριακος βελοπουλος,2020,ελλην,4.757591837683752
ελληνικη λυση - κυριακος βελοπουλος,2020,ευρω,8.508677511522643
ελληνικη λυση - κυριακος βελοπουλος,2020,ευχαριστουμ,31.41688933152431
ελληνικη λυση - κυριακος βελοπουλος,2020,εχετ,8.741501825694517
ελληνικη λυση - κυριακος βελοπουλος,2020,λε,7.563004002249675
ελληνικη λυση - κυριακος βελοπουλος,2020,λεπτ,13.98884060731766
ελληνικη λυση - κυριακος βελοπουλος,2020,στ,9.943665224050072
ελληνικη λυση - κυριακος βελοπουλος,2021,αρθρ,4.6100604971592345
ελληνικη λυση - κυριακος βελοπουλος,2021,γιατι,4.645552556398514
ελληνικη λυση - κυριακος βελοπουλος,2021,δισεκατομμυρι,8.110803235262551
ελληνικη λυση - κυριακος βελοπουλος,2021,ελλην,5.846700188582881
ελληνικη λυση - κυριακος βελοπουλος,2021,ευρω,8.023541098454944
ελληνικη λυση - κυριακος βελοπουλος,2021,ευχαριστουμ,35.20678087535051
ελληνικη λυση - κυριακος βελοπουλος,2021,εχετ,7.080768603749312
ελληνικη λυση - κυριακος βελοπουλος,2021,λε,4.50547917555456
ελληνικη λυση - κυριακος βελοπουλος,2021,λεπτ,7.673262795839638
ελληνικη λυση - κυριακος βελοπουλος,2021,στ,8.847746947775228
ελληνικη λυση - κυριακος βελοπουλος,2022,αρθρ,5.767806145709166
ελληνικη λυση - κυριακος βελοπουλος,2022,γιατι,5.862226659886455
ελληνικη λυση - κυριακος βελοπουλος,2022,δισεκατομμυρι,7.724876991334195
ελληνικη λυση - κυριακος βελοπουλος,2022,ελλην,6.170477878156431
ελληνικη λυση - κυριακος βελοπουλος,2022,ευρω,7.235665944224662
ελληνικη λυση - κυριακος βελοπουλος,2022,ευχαριστουμ,29.560782461420256
ελληνικη λυση - κυριακος βελοπουλος,2022,εχετ,6.496482262982863
ελληνικη λυση - κυριακος βελοπουλος,2022,λε,4.679992143237456
ελληνικη λυση - κυριακος βελοπουλος,2022,λεπτ,5.4250377580033335
ελληνικη λυση - κυριακος βελοπουλος,2022,στ,10.097063642743603
ελληνικη λυση - κυριακος βελοπουλος,2023,αρθρ,2.7011538052096564
ελληνικη λυση - κυριακος βελοπουλος,2023,γιατι,5.885076915186533
ελληνικη λυση - κυριακος βελοπουλος,2023,δισεκατομμυρι,6.237794593485602
ελληνικη λυση - κυριακος βελοπουλος,2023,ελλην,5.295652191303899
ελληνικη λυση - κυριακος βελοπουλος,2023,ευρω,5.32436927177425
ελληνικη λυση - κυριακος βελοπουλος,2023,ευχαριστουμ,27.935846702458925
ελληνικη λυση - κυριακος βελοπουλος,2023,εχετ,5.651877910723611
ελληνικη λυση - κυριακος βελοπουλος,2023,λε,3.69107914267509
ελληνικη λυση - κυριακος βελοπουλος,2023,λεπτ,7.173558061230198
ελληνικη λυση - κυριακος βελοπουλος,2023,στ,5.74462682586671
ελληνικη λυση - κυριακος βελοπουλος,2024,αρθρ,1.2588837051599235
ελληνικη λυση - κυριακος βελοπουλος,2024,γιατι,2.126061729606634
ελληνικη λυση - κυριακος βελοπουλος,2024,δισεκατομμυρι,0.654966276597361
ελληνικη λυση - κυριακος βελοπουλος,2024,ελλην,1.0915272820952875
ελληνικη λυση - κυριακος βελοπουλος,2024,ευρω,0.5111632116675185
ελληνικη λυση - κυριακος βελοπουλος,2024,ευχαριστουμ,10.977647033429987
ελληνικη λυση - κυριακος βελοπουλος,2024,εχετ,1.3855630119408306
ελληνικη λυση - κυριακος βελοπουλος,2024,λε,1.3316424526516637
ελληνικη λυση - κυριακος βελοπουλος,2024,λεπτ,2.3414448129997436
ελληνικη λυση - κυριακος βελοπουλος,2024,στ,0.93004347683418
ενωση κεντρωων,2015,αρθρ,0.9879476680476802
ενωση κεντρωων,2015,δεκτ,0.3803484911463411
ενωση κεντρωων,2015,κεντρω,2.870796229013455
ενωση κεντρωων,2015,πλειοψηφι,1.6005024613236614
ενωση κεντρωων,2015,τροπολογι,0.5946761445694356
ενωση κεντρωων,2015,υπουργ,0.2521740708260394
ενωση κεντρωων,2016,αρθρ,3.278134592052137
ενωση κεντρωων,2016,δεκτ,13.561764602342738
ενωση κεντρωων,2016,κεντρω,6.309690029516032
ενωση κεντρωων,2016,ναι,12.159637179937834
ενωση κεντρωων,2016,παρ,6.619167800001034
ενωση κεντρωων,2016,πλειοψηφι,10.419791827832164
ενωση κεντρωων,2016,τροπολογι,5.451922897044203
ενωση κεντρωων,2016,υπουργ,1.1679610759160084
ενωση κεντρωων,2017,αρθρ,4.33815300885198
ενωση κεντρωων,2017,δεκτ,1.2256121658346295
ενωση κεντρωων,2017,ευχαριστουμ,7.638264411106226
ενωση κεντρωων,2017,κεντρω,8.485924901881273
ενωση κεντρωων,2017,λεπτ,5.264129135352897
ενωση κεντρωων,2017,ναι,25.573911932101534
ενωση κεντρωων,2017,παρ,9.722826941052569
ενωση κεντρωων,2017,πλειοψηφι,0.17256683645840412
ενωση κεντρωων,2017,τροπολογι,7.028830282524402
ενωση κεντρωων,2017,υπουργ,4.214945153468885
ενωση κεντρωων,2018,αρθρ,5.188852218700044
ενωση κεντρωων,2018,δεκτ,2.8195135523069323
ενωση κεντρωων,2018,ευχαριστουμ,15.65396257019829
ενωση κεντρωων,2018,κεντρω,5.5543239819307155
ενωση κεντρωων,2018,λεπτ,8.661351814128443
ενωση κεντρωων,2018,ναι,8.673853714276525
ενωση κεντρωων,2018,παρ,6.871474391278111
ενωση κεντρωων,2018,πλειοψηφι,0.6074353103717304
ενωση κεντρωων,2018,τροπολογι,4.728686225037476
ενωση κεντρωων,2018,υπουργ,6.783718067698069
ενωση κεντρωων,2019,αρθρ,1.7051130740697906
ενωση κεντρωων,2019,δεκτ,0.35347004895144285
ενωση κεντρωων,2019,ευχαριστουμ,7.181311487372205
ενωση κεντρωων,2019,κεντρω,4.089878227920734
ενωση κεντρωων,2019,λεπτ,5.186492785034636
ενωση κεντρωων,2019,ναι,1.1298699157861662
ενωση κεντρωων,2019,παρ,0.7850641529718567
ενωση κεντρωων,2019,τροπολογι,1.1129528677964513
ενωση κεντρωων,2019,υπουργ,3.704830637992075
εξωκοινοβουλευτικός,1989,μελετ,0.5094658291138239
εξωκοινοβουλευτικός,1989,οποι,1.1456165787024277
εξωκοινοβουλευτικός,1989,τροπολογι,0.29642671281397315
εξωκοινοβουλευτικός,1989,υπουργει,0.9344551918252066
εξωκοινοβουλευτικός,1990,αρθρ,4.9104884236970365
εξωκοινοβουλευτικός,1990,εργ,1.3890923637094246
εξωκοινοβουλευτικός,1990,μελετ,0.872334553205529
εξωκοινοβουλευτικός,1990,οποι,5.68359322123986
εξωκοινοβουλευτικός,1990,συνταξ,0.4002881467606727
εξωκοινοβουλευτικός,1990,τροπολογι,1.6642323963627466
εξωκοινοβουλευτικός,1990,υπουργει,1.160653459762474
εξωκοινοβουλευτικός,1990,φορολογικ,0.6531238876013976
εξωκοινοβουλευτικός,1990,χωρ,0.24283060512039537
εξωκοινοβουλευτικός,1991,αρθρ,1.7145067478294764
εξωκοινοβουλευτικός,1991,μελετ,0.28973059215185065
εξωκοινοβουλευτικός,1991,οποι,5.514651700373044
εξωκοινοβουλευτικός,1991,συνταξ,0.7476374749980537
εξωκοινοβουλευτικός,1991,τροπολογι,1.9603742252366185
εξωκοινοβουλευτικός,1991,υπουργει,0.32940310299851416
εξωκοινοβουλευτικός,1991,φορολογικ,0.4088785249518111
εξωκοινοβουλευτικός,1992,αρθρ,0.6712974441618782
εξωκοινοβουλευτικός,1992,μελετ,0.30242043043955963
εξωκοινοβουλευτικός,1992,οποι,5.317593400328188
εξωκοινοβουλευτικός,1992,συνταξ,0.1321300953779967
εξωκοινοβουλευτικός,1992,τροπολογι,1.4039197963596266
εξωκοινοβουλευτικός,1992,υπουργει,0.21143424011516962
εξωκοινοβουλευτικός,1992,φορολογικ,1.9994291074087247
εξωκοινοβουλευτικός,1993,αρθρ,1.8650789251784148
εξωκοινοβουλευτικός,1993,εργ,0.6414254200066012
εξωκοινοβουλευτικός,1993,οποι,1.5497090854925795
εξωκοινοβουλευτικός,1993,τροπολογι,0.12774506461705792
εξωκοινοβουλευτικός,1993,υπουργει,0.6521157874717168
εξωκοινοβουλευτικός,1993,χωρ,0.22671225683790588
εξωκοινοβουλευτικός,1994,αρθρ,2.430098025570294
εξωκοινοβουλευτικός,1994,εργ,5.683671299516735
εξωκοινοβουλευτικός,1994,μελετ,0.7985700095878859
εξωκοινοβουλευτικός,1994,οποι,1.7097468107675273
εξωκοινοβουλευτικός,1994,τροπολογι,1.33598022557059
εξωκοινοβουλευτικός,1994,υπουργει,1.108323952806718
εξωκοινοβουλευτικός,1994,χωρ,0.5376329795960828
εξωκοινοβουλευτικός,1996,οποι,0.8082578645108698
εξωκοινοβουλευτικός,1997,αρθρ,0.41266764466383815
εξωκοινοβουλευτικός,1997,οποι,0.35043712309021546
εξωκοινοβουλευτικός,1997,χωρ,0.7962105991873324
εξωκοινοβουλευτικός,1998,χωρ,0.21920900027483414
εξωκοινοβουλευτικός,1999,οποι,0.3139744821797382
εξωκοινοβουλευτικός,1999,χωρ,0.5767348077818749
εξωκοινοβουλευτικός,2000,αρθρ,0.7787567177043185
εξωκοινοβουλευτικός,2000,εργ,0.23668840673704958
εξωκοινοβουλευτικός,2000,οποι,1.0624571211406941
εξωκοινοβουλευτικός,2001,αρθρ,1.8004826565555772
εξωκοινοβουλευτικός,2001,εργ,0.16352815479380137
εξωκοινοβουλευτικός,2001,οποι,2.5854785849859137
εξωκοινοβουλευτικός,2001,υπουργει,0.24321431510394323
εξωκοινοβουλευτικός,2001,χωρ,0.1835081367980445
εξωκοινοβουλευτικός,2002,οποι,0.34452175386983214
εξωκοινοβουλευτικός,2002,υπουργει,0.26582383050318537
εξωκοινοβουλευτικός,2002,χωρ,0.13919921415917955
εξωκοινοβουλευτικός,2003,αρθρ,1.1712568549504547
εξωκοινοβουλευτικός,2003,οποι,1.5559817926132276
εξωκοινοβουλευτικός,2003,τροπολογι,0.12017603680675429
εξωκοινοβουλευτικός,2003,υπουργει,0.21724551574844977
εξωκοινοβουλευτικός,2003,χωρ,0.508790534746954
εξωκοινοβουλευτικός,2004,αρθρ,0.418396576051297
εξωκοινοβουλευτικός,2004,εργ,2.280424045325452
εξωκοινοβουλευτικός,2004,μελετ,0.48948029532533815
εξωκοινοβουλευτικός,2004,οποι,0.38427139084361084
εξωκοινοβουλευτικός,2004,υπουργει,0.12114499687841528
εξωκοινοβουλευτικός,2004,χωρ,0.1324977369012111
εξωκοινοβουλευτικός,2005,αρθρ,0.42046657347891125
εξωκοινοβουλευτικός,2005,εργ,4.837977195651807
εξωκοινοβουλευτικός,2005,ευρω,0.6745361083976453
εξωκοινοβουλευτικός,2005,μελετ,2.6565465388857774
εξωκοινοβουλευτικός,2005,οποι,0.528762018705983
εξωκοινοβουλευτικός,2005,χωρ,0.12794078211155574
εξωκοινοβουλευτικός,2006,αρθρ,0.4181491316802728
εξωκοινοβουλευτικός,2006,εργ,4.8202627345366755
εξωκοινοβουλευτικός,2006,ευρω,1.376627586945952
εξωκοινοβουλευτικός,2006,μελετ,3.1287731616853303
εξωκοινοβουλευτικός,2006,οποι,0.8291706271364211
εξωκοινοβουλευτικός,2007,εργ,2.8174754754790836
εξωκοινοβουλευτικός,2007,ευρω,0.6457656391550912
εξωκοινοβουλευτικός,2007,μελετ,2.129778230416205
εξωκοινοβουλευτικός,2007,οποι,0.6453996832323128
εξωκοινοβουλευτικός,2007,υπουργει,0.37882537049698556
εξωκοινοβουλευτικός,2007,χωρ,0.14151554016751694
εξωκοινοβουλευτικός,2008,αρθρ,0.135527191617068
εξωκοινοβουλευτικός,2008,εργ,1.7191825190897299
εξωκοινοβουλευτικός,2008,ευρω,0.11001000574494503
εξωκοινοβουλευτικός,2008,μελετ,1.1656557917847106
εξωκοινοβουλευτικός,2008,οποι,0.8927275877746663
εξωκοινοβουλευτικός,2008,υπουργει,0.31292347148145533
εξωκοινοβουλευτικός,2009,εργ,0.8163885243663436
εξωκοινοβουλευτικός,2009,ευρω,0.6830111959829606
εξωκοινοβουλευτικός,2009,μελετ,0.6279778924322034
εξωκοινοβουλευτικός,2009,οποι,0.24514199565567446
εξωκοινοβουλευτικός,2009,υπουργει,0.12023931032256562
εξωκοινοβουλευτικός,2009,φορολογικ,0.2122690620026152
εξωκοινοβουλευτικός,2009,χωρ,0.8600968546572909
εξωκοινοβουλευτικός,2010,αρθρ,0.5865083744137624
εξωκοινοβουλευτικός,2010,εργ,0.3951511899006427
εξωκοινοβουλευτικός,2010,ευρω,1.3183691786706393
εξωκοινοβουλευτικός,2010,μελετ,0.11657024355963738
εξωκοινοβουλευτικός,2010,οποι,2.6497996224781866
εξωκοινοβουλευτικός,2010,συνταξ,0.3810177707171568
εξωκοινοβουλευτικός,2010,τροπολογι,0.19219312531180024
εξωκοινοβουλευτικός,2010,υπουργει,0.2847920100621666
εξωκοινοβουλευτικός,2010,φορολογικ,1.5289938220909074
εξωκοινοβουλευτικός,2010,χωρ,2.547512324693657
εξωκοινοβουλευτικός,2011,αρθρ,0.3368782631305404
εξωκοινοβουλευτικός,2011,εργ,0.4541848926203125
εξωκοινοβουλευτικός,2011,ευρω,0.4921084571343837
εξωκοινοβουλευτικός,2011,μελετ,0.11465759766455139
εξωκοινοβουλευτικός,2011,οποι,4.5111414535032575
εξωκοινοβουλευτικός,2011,τροπολογι,1.031093687912993
εξωκοινοβουλευτικός,2011,υπουργει,0.9189553055886076
εξωκοινοβουλευτικός,2011,φορολογικ,0.17192262396509495
εξωκοινοβουλευτικός,2011,χωρ,3.3254469121129704
εξωκοινοβουλευτικός,2012,αρθρ,0.6410575927274307
εξωκοινοβουλευτικός,2012,εργ,1.1517184097330044
εξωκοινοβουλευτικός,2012,ευρω,1.3358988204384763
εξωκοινοβουλευτικός,2012,μελετ,0.3456576562596442
εξωκοινοβουλευτικός,2012,οποι,3.9641231828479953
εξωκοινοβουλευτικός,2012,τροπολογι,1.2991847210679623
εξωκοινοβουλευτικός,2012,υπουργει,1.6535381483137397
εξωκοινοβουλευτικός,2012,φορολογικ,2.3951040926996616
εξωκοινοβουλευτικός,2012,χωρ,1.9309202920829993
εξωκοινοβουλευτικός,2013,αρθρ,1.8761648696503077
εξωκοινοβουλευτικός,2013,εργ,1.3551811193514294
εξωκοινοβουλευτικός,2013,ευρω,2.139929532591807
εξωκοινοβουλευτικός,2013,μελετ,0.24715955936782613
εξωκοινοβουλευτικός,2013,οποι,5.339119842985697
εξωκοινοβουλευτικός,2013,τροπολογι,1.964005025869251
εξωκοινοβουλευτικός,2013,υπουργει,2.032872334352083
εξωκοινοβουλευτικός,2013,φορολογικ,5.631843772060365
εξωκοινοβουλευτικός,2013,χωρ,0.5634311682927005
εξωκοινοβουλευτικός,2014,αρθρ,0.2002268384960855
εξωκοινοβουλευτικός,2014,εργ,0.6329526848221522
εξωκοινοβουλευτικός,2014,ευρω,0.7858637706773239
εξωκοινοβουλευτικός,2014,μελετ,0.29755897472722814
εξωκοινοβουλευτικός,2014,οποι,1.471877254246146
εξωκοινοβουλευτικός,2014,τροπολογι,2.149963466005062
εξωκοινοβουλευτικός,2014,υπουργει,0.8153272914069309
εξωκοινοβουλευτικός,2014,φορολογικ,4.286038490574509
εξωκοινοβουλευτικός,2014,χωρ,0.21280772015593646
εξωκοινοβουλευτικός,2015,αρθρ,1.3438409842498928
εξωκοινοβουλευτικός,2015,εργ,3.3204050971764274
εξωκοινοβουλευτικός,2015,ευρω,0.5262861245179146
εξωκοινοβουλευτικός,2015,μελετ,0.9327897112427518
εξωκοινοβουλευτικός,2015,οποι,4.604347784469814
εξωκοινοβουλευτικός,2015,συνταξ,0.8906461917930446
εξωκοινοβουλευτικός,2015,τροπολογι,2.1480325889127494
εξωκοινοβουλευτικός,2015,υπουργει,0.8430099766813753
εξωκοινοβουλευτικός,2015,φορολογικ,1.314084862592073
εξωκοινοβουλευτικός,2015,χωρ,0.2809852589705236
εξωκοινοβουλευτικός,2016,αρθρ,1.1118277943139865
εξωκοινοβουλευτικός,2016,εργ,1.9287359659196934
εξωκοινοβουλευτικός,2016,ευρω,3.4478187347079383
εξωκοινοβουλευτικός,2016,μελετ,0.24014097975372362
εξωκοινοβουλευτικός,2016,οποι,5.783663889013466
εξωκοινοβουλευτικός,2016,συνταξ,6.275625902929554
εξωκοινοβουλευτικός,2016,τροπολογι,3.2613683252761523
εξωκοινοβουλευτικός,2016,υπουργει,3.583957558915461
εξωκοινοβουλευτικός,2016,φορολογικ,5.483421347079644
εξωκοινοβουλευτικός,2016,χωρ,0.21798002252695498
εξωκοινοβουλευτικός,2017,αρθρ,1.7971114562225938
εξωκοινοβουλευτικός,2017,εργ,2.8802716023927344
εξωκοινοβουλευτικός,2017,ευρω,2.2108186571303294
εξωκοινοβουλευτικός,2017,μελετ,1.8588184409989879
εξωκοινοβουλευτικός,2017,οποι,3.1860200659401983
εξωκοινοβουλευτικός,2017,συνταξ,6.099873218037225
εξωκοινοβουλευτικός,2017,τροπολογι,0.4743376197646122
εξωκοινοβουλευτικός,2017,υπουργει,0.4307315744313729
εξωκοινοβουλευτικός,2017,χωρ,1.423469459765437
εξωκοινοβουλευτικός,2018,αρθρ,0.841140798666697
εξωκοινοβουλευτικός,2018,εργ,2.8900183820883685
εξωκοινοβουλευτικός,2018,ευρω,2.642162911883558
εξωκοινοβουλευτικός,2018,μελετ,0.9252461614915687
εξωκοινοβουλευτικός,2018,οποι,2.1963839795525857
εξωκοινοβουλευτικός,2018,συνταξ,2.419481587855154
εξωκοινοβουλευτικός,2018,τροπολογι,1.4771501119770838
εξωκοινοβουλευτικός,2018,υπουργει,1.1221919080080562
εξωκοινοβουλευτικός,2018,χωρ,1.2453553529983858
εξωκοινοβουλευτικός,2019,αρθρ,0.2693867329598456
εξωκοινοβουλευτικός,2019,εργ,0.41419177694921794
εξωκοινοβουλευτικός,2019,ευρω,0.17939534267570625
εξωκοινοβουλευτικός,2019,μελετ,0.21708526745172024
εξωκοινοβουλευτικός,2019,οποι,0.8954424258089324
εξωκοινοβουλευτικός,2019,συνταξ,1.0081291213991364
εξωκοινοβουλευτικός,2019,τροπολογι,1.1206888754525708
εξωκοινοβουλευτικός,2019,υπουργει,0.5018172014086083
εξωκοινοβουλευτικός,2019,χωρ,0.8538795421137643
κινημα αλλαγης,2019,ευχαριστουμ,7.912677077548893
κινημα αλλαγης,2019,εχετ,2.326422783854644
κινημα αλλαγης,2019,κυβερνης,3.1069122780232385
κινημα αλλαγης,2019,νοσοκομει,2.4125402236055926
κινημα αλλαγης,2019,οποι,3.6972982672054284
κινημα αλλαγης,2019,στ,3.0570231165885735
κινημα αλλαγης,2019,τροπολογι,1.5181521296554115
κινημα αλλαγης,2019,υγει,2.16424325728823
κινημα αλλαγης,2019,υπουργ,3.503782061214844
κινημα αλλαγης,2020,ευχαριστουμ,17.219047281772873
κινημα αλλαγης,2020,εχετ,6.207012388406173
κινημα αλλαγης,2020,κυβερνης,6.119104424842056
κινημα αλλαγης,2020,νοσοκομει,5.822104168509907
κινημα αλλαγης,2020,οποι,9.021850224342447
κινημα αλλαγης,2020,πανδημι,9.793170621100678
κινημα αλλαγης,2020,στ,10.723820413477558
κινημα αλλαγης,2020,τροπολογι,8.317270641619936
κινημα αλλαγης,2020,υγει,9.971779606366525
κινημα αλλαγης,2020,υπουργ,9.706210795157949
κινημα αλλαγης,2021,ευχαριστουμ,20.807180562133926
κινημα αλλαγης,2021,εχετ,12.004693095612494
κινημα αλλαγης,2021,κυβερνης,7.5791964482744865
κινημα αλλαγης,2021,νοσοκομει,5.102362697273392
κινημα αλλαγης,2021,οποι,10.083527991319228
κινημα αλλαγης,2021,πανδημι,18.20491211967053
κινημα αλλαγης,2021,στ,9.643273494974482
κινημα αλλαγης,2021,τροπολογι,6.497457215594919
κινημα αλλαγης,2021,υγει,7.806237178456302
κινημα αλλαγης,2021,υπουργ,9.296409681997766
κινημα αλλαγης,2022,ευχαριστουμ,10.442220277490396
κινημα αλλαγης,2022,εχετ,7.811412432914365
κινημα αλλαγης,2022,κυβερνης,10.218535033512461
κινημα αλλαγης,2022,νοσοκομει,9.167794705822542
κινημα αλλαγης,2022,οποι,11.523951314240037
κινημα αλλαγης,2022,πανδημι,5.780446676405186
κινημα αλλαγης,2022,στ,10.148947886680252
κινημα αλλαγης,2022,τροπολογι,3.4314587854031604
κινημα αλλαγης,2022,υγει,13.017186904541493
κινημα αλλαγης,2022,υπουργ,9.617826242417552
κινημα αλλαγης,2023,ευχαριστουμ,2.440639134230797
κινημα αλλαγης,2023,εχετ,3.0032430269126524
κινημα αλλαγης,2023,κυβερνης,2.6968845794653036
κινημα αλλαγης,2023,νοσοκομει,1.6842152307346445
κινημα αλλαγης,2023,οποι,2.7162009881656988
κινημα αλλαγης,2023,πανδημι,0.4070540628682474
κινημα αλλαγης,2023,στ,2.125107301425876
κινημα αλλαγης,2023,τροπολογι,2.761580621987423
κινημα αλλαγης,2023,υγει,3.213566961206297
κινημα αλλαγης,2023,υπουργ,2.999521696289762
κομμουνιστικο κομμα ελλαδας,1991,αγροτ,0.6411285193306955
κομμουνιστικο κομμα ελλαδας,1991,αρθρ,2.001817872826151
κομμουνιστικο κομμα ελλαδας,1991,εργαζομεν,1.5261883254544317
κομμουνιστικο κομμα ελλαδας,1991,λα,0.3315486238774956
κομμουνιστικο κομμα ελλαδας,1991,νοσοκομει,0.7654684031095438
κομμουνιστικο κομμα ελλαδας,1991,πλειοψηφι,0.10914490664977015
κομμουνιστικο κομμα ελλαδας,1991,πολιτικ,1.994723117770536
κομμουνιστικο κομμα ελλαδας,1991,στ,1.1979204042882254
κομμουνιστικο κομμα ελλαδας,1991,υγει,0.441863166412617
κομμουνιστικο κομμα ελλαδας,1992,αγροτ,1.8604450238708714
κομμουνιστικο κομμα ελλαδας,1992,αρθρ,5.742814574410554
κομμουνιστικο κομμα ελλαδας,1992,εργαζομεν,5.246755011387109
κομμουνιστικο κομμα ελλαδας,1992,λα,1.503750924717128
κομμουνιστικο κομμα ελλαδας,1992,νοσοκομει,0.80561818583013
κομμουνιστικο κομμα ελλαδας,1992,πλειοψηφι,1.467431842026003
κομμουνιστικο κομμα ελλαδας,1992,πολιτικ,5.1223344820176315
κομμουνιστικο κομμα ελλαδας,1992,στ,2.3867160317715177
κομμουνιστικο κομμα ελλαδας,1992,υγει,1.1971355211969659
κομμουνιστικο κομμα ελλαδας,1993,αγροτ,1.3892794448233472
κομμουνιστικο κομμα ελλαδας,1993,αρθρ,2.655516458555013
κομμουνιστικο κομμα ελλαδας,1993,εργαζομεν,3.8299901202230577
κομμουνιστικο κομμα ελλαδας,1993,λα,1.0221791202825266
